Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-3.1,2.8,3.9,16816,118,667,13,1.9,0.54,12258|12266|12628|14058|14114|14456|19124|19128|20720|21788|26362|27973|29813,Serping1|C3|Cfh|F10|Fbln1|Gas6|Procr|Pros1|Serpine2|Tfpi|Axl|Vkorc1|Zfp385a,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
KEGG Pathway,24,mmu00020,Citrate cycle (TCA cycle) - Mus musculus (house mouse),,-3.1,5.2,4.6,16816,29,667,6,0.9,0.37,15929|17448|56451|66945|67680|170718,Idh3g|Mdh2|Suclg1|Sdha|Sdhb|Idh3b,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0009141,nucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-3.1,2.5,3.8,16816,164,667,16,2.4,0.59,11636|11674|11947|12015|12628|14923|18746|23918|66592|66945|67680|68202|68342|72900|79059|226646,Ak1|Aldoa|Atp5b|Bad|Cfh|Guk1|Pkm|Impdh2|Stoml2|Sdha|Sdhb|Ndufa5|Ndufb10|Ndufv2|Nme3|Ndufs2,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0006664,glycolipid metabolic process,19_GO:0008152 metabolic process,-3.1,3.1,4,16816,90,667,11,1.6,0.49,12028|14731|15211|15212|18010|19156|20443|50935|66459|78928|239559,Bax|Gpaa1|Hexa|Hexb|Neu1|Psap|St3gal4|St6galnac6|Pyurf|Pigt|A4galt,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-6811434,COPI-dependent Golgi-to-ER retrograde traffic,,-3.1,3.1,4,16816,90,667,11,1.6,0.49,11840|11844|22142|22143|56334|59042|66111|67511|68137|108124|227613,Arf1|Arf5|Tuba1a|Tuba1b|Tmed2|Cope|Tmed3|Tmed9|Kdelr1|Napa|Tubb4b,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-3.1,2.1,3.7,16816,281,667,23,3.4,0.71,14178|14272|18673|19173|19175|19177|19182|19184|19185|21762|22123|22190|23980|23996|23997|26417|26446|51792|56327|57296|83409|104252|215449,Fgf7|Fnta|Phb|Psmb5|Psmb6|Psmb7|Psmc3|Psmc5|Psmd4|Psmd2|Psmd3|Ubc|Pebp1|Psmc4|Psmd13|Mapk3|Psmb3|Ppp2r1a|Arl2|Psmd8|Lamtor2|Cdc42ep2|Rap1b,-1.9,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-3.1,1.6,3.5,16816,715,667,46,6.9,0.98,11727|11815|11816|11820|12028|12038|12257|12608|12778|12846|13805|14114|14734|14869|15205|15499|16202|16476|16854|17872|18673|18858|19242|20317|20319|20563|20587|20720|21815|22355|24063|24064|29811|51795|56312|56429|57320|58859|66141|70110|76281|93695|232441|235320|242608|381629,Ang|Apod|Apoe|App|Bax|Bche|Tspo|Cebpb|Ackr3|Comt|Eng|Fbln1|Gpc3|Gstp2|Hes1|Hsf1|Ilk|Jun|Lgals3|Ppp1r15a|Phb|Pmp22|Ptn|Serpinf1|Sfrp2|Slit2|Smarcb1|Serpine2|Tgif1|Vipr2|Spry1|Spry2|Ndrg2|Srpx|Nupr1|Dpt|Park7|Efemp2|Ifitm3|Ifi35|Tax1bp3|Gpnmb|Rerg|Zbtb16|Podn|Atraid,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-166658,Complement cascade,,-3.1,4.4,4.4,16816,40,667,7,1,0.39,11537|12258|12266|12759|50909|71693|109828,Cfd|Serping1|C3|Clu|C1ra|Colec11|C7,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-975634,Retinoid metabolism and transport,,-3.1,4.4,4.4,16816,40,667,7,1,0.39,11816|14734|15529|16971|19659|65107|105349,Apoe|Gpc3|Sdc2|Lrp1|Rbp1|Lrp10|Akr1c18,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-3,1.9,3.5,16816,408,667,30,4.5,0.8,11816|11820|12028|12306|13806|14797|15205|15289|15499|15902|16341|16476|16971|16976|20568|22038|22218|23988|26417|54409|55944|56334|56424|57320|67025|72512|76500|77006|109552|244058,Apoe|App|Bax|Anxa2|Eno1|Tle5|Hes1|Hmgb1|Hsf1|Id2|Eif3e|Jun|Lrp1|Lrpap1|Slpi|Plscr1|Sumo1|Pin1|Mapk3|Ramp2|Eif3d|Tmed2|Stub1|Park7|Rpl11|Sting1|Ip6k2|Ddrgk1|Sri|Rgma,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0061620,glycolytic process through glucose-6-phosphate,19_GO:0008152 metabolic process,-3,6.3,4.8,16816,20,667,5,0.75,0.33,11674|13806|14433|18746|21991,Aldoa|Eno1|Gapdh|Pkm|Tpi1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0008152 metabolic process,-3,2.5,3.8,16816,150,667,15,2.2,0.57,11947|14533|15929|17448|22273|56451|66445|66592|66945|67680|68202|68342|72900|170718|226646,Atp5b|Bloc1s1|Idh3g|Mdh2|Uqcrc1|Suclg1|Cyc1|Stoml2|Sdha|Sdhb|Ndufa5|Ndufb10|Ndufv2|Idh3b|Ndufs2,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-3,3,4,16816,91,667,11,1.6,0.49,16971|21804|23988|24063|24064|56213|56424|66695|78558|100952|214425,Lrp1|Tgfb1i1|Pin1|Spry1|Spry2|Htra1|Stub1|Aspn|Htra3|Emilin1|Cilp,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1903509,liposaccharide metabolic process,19_GO:0008152 metabolic process,-3,3,4,16816,91,667,11,1.6,0.49,12028|14731|15211|15212|18010|19156|20443|50935|66459|78928|239559,Bax|Gpaa1|Hexa|Hexb|Neu1|Psap|St3gal4|St6galnac6|Pyurf|Pigt|A4galt,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0046479,glycosphingolipid catabolic process,19_GO:0008152 metabolic process,-3,8.4,5.2,16816,12,667,4,0.6,0.3,15211|15212|18010|19156,Hexa|Hexb|Neu1|Psap,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:2000767,positive regulation of cytoplasmic translation,19_GO:0048518 positive regulation of biological process,-3,8.4,5.2,16816,12,667,4,0.6,0.3,12785|13629|18746|22608,Cnbp|Eef2|Pkm|Ybx1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0008152 metabolic process,-3,2.4,3.7,16816,182,667,17,2.5,0.61,11947|12028|14533|15929|17448|22273|56451|66445|66592|66945|67680|68202|68342|72900|110826|170718|226646,Atp5b|Bax|Bloc1s1|Idh3g|Mdh2|Uqcrc1|Suclg1|Cyc1|Stoml2|Sdha|Sdhb|Ndufa5|Ndufb10|Ndufv2|Etfb|Idh3b|Ndufs2,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0034599,cellular response to oxidative stress,19_GO:0050896 response to stimulus,-3,2.2,3.7,16816,215,667,19,2.8,0.64,11669|11677|12333|12460|12631|13010|15499|16476|17390|18412|20657|21672|26362|26417|54683|56615|57320|65106|68992,Aldh2|Akr1b3|Capn1|Ccs|Cfl1|Cst3|Hsf1|Jun|Mmp2|Sqstm1|Sod3|Prdx2|Axl|Mapk3|Prdx5|Mgst1|Park7|Arl6ip5|Zfp580,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0033293,monocarboxylic acid binding,,-3,3.2,4,16816,78,667,10,1.5,0.47,11532|11770|11812|14869|15903|16592|19156|19659|105349|192662,Adh5|Fabp4|Apoc1|Gstp2|Id3|Fabp5|Psap|Rbp1|Akr1c18|Arhgdia,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3,1.6,3.4,16816,760,667,48,7.2,1,11812|11815|11816|11820|12257|12333|12343|12631|12759|12955|13010|14976|15205|15289|15499|16854|16971|16976|17387|17926|18643|18858|19242|19280|20257|20563|21937|22260|22327|22352|22629|23789|24010|24064|53378|54198|56312|57321|64294|66092|66494|68041|74919|100952|107047|216616|227753|244058,Apoc1|Apod|Apoe|App|Tspo|Capn1|Capza2|Cfl1|Clu|Cryab|Cst3|Pfdn6|Hes1|Hmgb1|Hsf1|Lgals3|Lrp1|Lrpap1|Mmp14|Myoc|Pfn1|Pmp22|Ptn|Ptprs|Stmn2|Slit2|Tnfrsf1a|Nr1h2|Vbp1|Vim|Ywhah|Coro1b|Ik|Spry2|Sdcbp|Snx3|Nupr1|Terf2ip|Itm2c|Ghitm|Prelid1|Mid1ip1|Slc35f6|Emilin1|Psmg2|Efemp1|Gsn|Rgma,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0030204,chondroitin sulfate metabolic process,19_GO:0008152 metabolic process,-3,5,4.5,16816,30,667,6,0.9,0.37,13179|15212|59031|71738|110006|319901,Dcn|Hexb|Chst12|Mamdc2|Gusb|Dsel,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-1169410,Antiviral mechanism by IFN-stimulated genes,,-3,5,4.5,16816,30,667,6,0.9,0.37,13681|13682|13684|26417|54131|56791,Eif4a1|Eif4a2|Eif4e|Mapk3|Irf3|Ube2l6,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
WikiPathways,27,WP434,TCA cycle,,-3,5,4.5,16816,30,667,6,0.9,0.37,15929|17448|56451|66945|67680|170718,Idh3g|Mdh2|Suclg1|Sdha|Sdhb|Idh3b,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1900046,regulation of hemostasis,19_GO:0050789 regulation of biological process,-3,3.5,4.1,16816,65,667,9,1.3,0.45,11816|12258|12306|19128|20443|20720|21672|21788|27973,Apoe|Serping1|Anxa2|Pros1|St3gal4|Serpine2|Prdx2|Tfpi|Vkorc1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0006766,vitamin metabolic process,19_GO:0008152 metabolic process,-3,3.5,4.1,16816,65,667,9,1.3,0.45,11677|12408|14873|18830|19659|27973|58810|104086|109857,Akr1b3|Cbr1|Gsto1|Pltp|Rbp1|Vkorc1|Akr1a1|Cyp27a1|Cbr3,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
KEGG Pathway,24,mmu05132,Salmonella infection - Mus musculus (house mouse),,-3,2.1,3.6,16816,250,667,21,3.1,0.68,11840|11867|12028|12306|12475|14433|16476|18643|19345|21937|22035|22142|22143|26417|53598|56444|67068|67117|69146|69654|227613,Arf1|Arpc1b|Bax|Anxa2|Cd14|Gapdh|Jun|Pfn1|Rab5c|Tnfrsf1a|Tnfsf10|Tuba1a|Tuba1b|Mapk3|Dctn3|Actr10|Dynlrb1|Dynlt3|Gsdmd|Dctn2|Tubb4b,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-3,2.6,3.8,16816,136,667,14,2.1,0.56,12846|13731|14824|15499|16477|17390|18858|19242|20720|26417|56334|67971|80884|105349,Comt|Emp2|Grn|Hsf1|Junb|Mmp2|Pmp22|Ptn|Serpine2|Mapk3|Tmed2|Tppp3|Maged2|Akr1c18,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1903573,negative regulation of response to endoplasmic reticulum stress,19_GO:0048519 negative regulation of biological process,-3,4.3,4.3,16816,41,667,7,1,0.39,12759|12915|17872|22260|57320|77006|225896,Clu|Atf6b|Ppp1r15a|Nr1h2|Park7|Ddrgk1|Ubxn1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0043394,proteoglycan binding,,-3,4.3,4.3,16816,41,667,7,1,0.39,11816|11820|12628|19242|20563|53378|93695,Apoe|App|Cfh|Ptn|Slit2|Sdcbp|Gpnmb,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0006956,complement activation,19_GO:0002376 immune system process,-3,4.3,4.3,16816,41,667,7,1,0.39,11537|12258|12266|12628|50909|71693|109828,Cfd|Serping1|C3|Cfh|C1ra|Colec11|C7,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0008152 metabolic process,-3,2.1,3.6,16816,251,667,21,3.1,0.68,11947|12028|14533|15289|15929|16828|17448|19045|22273|56351|56451|66445|66592|66945|67680|68202|68342|72900|110826|170718|226646,Atp5b|Bax|Bloc1s1|Hmgb1|Idh3g|Ldha|Mdh2|Ppp1ca|Uqcrc1|Ptges3|Suclg1|Cyc1|Stoml2|Sdha|Sdhb|Ndufa5|Ndufb10|Ndufv2|Etfb|Idh3b|Ndufs2,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-211859,Biological oxidations,,-3,2.4,3.7,16816,168,667,16,2.4,0.59,11532|11632|11669|12846|13849|13885|14873|23887|56351|56615|58810|76263|104086|104158|109857|110198,Adh5|Aip|Aldh2|Comt|Ephx1|Esd|Gsto1|Ggt5|Ptges3|Mgst1|Akr1a1|Gstk1|Cyp27a1|Ces1d|Cbr3|Akr7a5,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0005504,fatty acid binding,,-3,3.8,4.2,16816,53,667,8,1.2,0.42,11532|11770|11812|14869|15903|16592|19659|192662,Adh5|Fabp4|Apoc1|Gstp2|Id3|Fabp5|Rbp1|Arhgdia,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0008152 metabolic process,-3,1.7,3.4,16816,604,667,40,6,0.92,11993|13032|14950|18002|18858|19173|19175|19177|19182|19184|19185|19358|21762|21804|22123|22190|22195|23996|23997|24017|24105|26446|27681|28084|53895|56424|56464|56726|56791|57296|66156|66530|66914|68953|70510|76302|79043|106025|108660|216440,Aup1|Ctsc|H13|Nedd8|Pmp22|Psmb5|Psmb6|Psmb7|Psmc3|Psmc5|Psmd4|Rad23a|Psmd2|Tgfb1i1|Psmd3|Ubc|Ube2l3|Psmc4|Psmd13|Rnf13|Rbck1|Psmb3|Snf8|Vps25|Clpp|Stub1|Ctsf|Sh3bgrl|Ube2l6|Psmd8|Anapc11|Ubxn6|Vps28|Chmp2a|Rnf167|Pcnp|Spsb3|Sharpin|Rnf187|Os9,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0001540,amyloid-beta binding,,-2.9,3.4,4,16816,66,667,9,1.3,0.45,11816|12759|12955|13010|14976|16431|16432|22327|64294,Apoe|Clu|Cryab|Cst3|Pfdn6|Itm2a|Itm2b|Vbp1|Itm2c,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0008152 metabolic process,-2.9,1.9,3.5,16816,377,667,28,4.2,0.78,11636|11674|11821|11947|12015|12628|14923|15929|16828|17448|18746|21351|21881|23918|50773|54683|56451|66171|66592|66945|67680|68202|68342|72900|79059|104158|170718|226646,Ak1|Aldoa|Aprt|Atp5b|Bad|Cfh|Guk1|Idh3g|Ldha|Mdh2|Pkm|Taldo1|Tkt|Impdh2|Nt5c|Prdx5|Suclg1|Pgls|Stoml2|Sdha|Sdhb|Ndufa5|Ndufb10|Ndufv2|Nme3|Ces1d|Idh3b|Ndufs2,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,19_GO:0051179 localization,-2.9,13,5.8,16816,6,667,3,0.45,0.26,27681|28084|66914,Snf8|Vps25|Vps28,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0019853,L-ascorbic acid biosynthetic process,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,11677|14873|58810,Akr1b3|Gsto1|Akr1a1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0036402,proteasome-activating activity,,-2.9,13,5.8,16816,6,667,3,0.45,0.26,19182|19184|23996,Psmc3|Psmc5|Psmc4,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0006689,ganglioside catabolic process,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,15211|15212|18010,Hexa|Hexb|Neu1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0042362,fat-soluble vitamin biosynthetic process,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,18830|27973|104086,Pltp|Vkorc1|Cyp27a1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1902951,negative regulation of dendritic spine maintenance,19_GO:0048519 negative regulation of biological process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,11816|11820|12631,Apoe|App|Cfl1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0071569,protein ufmylation,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,66155|77006|80280,Ufc1|Ddrgk1|Cdk5rap3,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1901336,lactone biosynthetic process,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,11677|14873|58810,Akr1b3|Gsto1|Akr1a1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0019682,glyceraldehyde-3-phosphate metabolic process,19_GO:0008152 metabolic process,-2.9,13,5.8,16816,6,667,3,0.45,0.26,21351|21881|21991,Taldo1|Tkt|Tpi1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0052548,regulation of endopeptidase activity,19_GO:0008152 metabolic process,-2.9,1.9,3.5,16816,341,667,26,3.9,0.75,11820|12015|12028|12258|12955|13010|13033|14433|14456|15289|15499|18984|20317|20319|20719|20720|21857|22035|27061|30948|56462|57320|65106|66494|68845|227753,App|Bad|Bax|Serping1|Cryab|Cst3|Ctsd|Gapdh|Gas6|Hmgb1|Hsf1|Por|Serpinf1|Sfrp2|Serpinb6a|Serpine2|Timp1|Tnfsf10|Bcap31|Bin1|Mtch1|Park7|Arl6ip5|Prelid1|Pih1d1|Gsn,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-199991,Membrane Trafficking,,-2.9,1.7,3.4,16816,529,667,36,5.4,0.87,11773|11777|11820|11840|11844|12343|12793|13032|13423|14533|18002|19345|22142|22143|22190|26893|27681|28084|30948|53598|56334|56367|56444|59005|59042|66111|66890|66914|67511|68137|68953|69654|74325|108124|227613|245828,Ap2m1|Ap3s1|App|Arf1|Arf5|Capza2|Cnih1|Ctsc|Dnase2a|Bloc1s1|Nedd8|Rab5c|Tuba1a|Tuba1b|Ubc|Cops6|Snf8|Vps25|Bin1|Dctn3|Tmed2|Scoc|Actr10|Trappc2l|Cope|Tmed3|Lman2|Vps28|Tmed9|Kdelr1|Chmp2a|Dctn2|Cltb|Napa|Tubb4b|Trappc1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-5675482,Regulation of necroptotic cell death,,-2.9,4.9,4.4,16816,31,667,6,0.9,0.37,12539|22035|22190|22195|53378|56424,Cdc37|Tnfsf10|Ubc|Ube2l3|Sdcbp|Stub1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-3299685,Detoxification of Reactive Oxygen Species,,-2.9,4.9,4.4,16816,31,667,6,0.9,0.37,11758|12460|14778|20657|21672|54683,Prdx6|Ccs|Gpx3|Sod3|Prdx2|Prdx5,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0010875,positive regulation of cholesterol efflux,19_GO:0051179 localization,-2.9,4.9,4.4,16816,31,667,6,0.9,0.37,11816|16971|18830|22260|27404|104158,Apoe|Lrp1|Pltp|Nr1h2|Abca8b|Ces1d,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-5213460,RIPK1-mediated regulated necrosis,,-2.9,4.9,4.4,16816,31,667,6,0.9,0.37,12539|22035|22190|22195|53378|56424,Cdc37|Tnfsf10|Ubc|Ube2l3|Sdcbp|Stub1,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,19_GO:0051179 localization,-2.9,4.2,4.2,16816,42,667,7,1,0.39,11816|16971|18830|22260|27404|66508|104158,Apoe|Lrp1|Pltp|Nr1h2|Abca8b|Lamtor1|Ces1d,-1.8,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:1902904,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-2.9,2.4,3.7,16816,170,667,16,2.4,0.59,11816|12333|12343|12631|12759|12955|14976|17926|18643|20257|20563|22327|23789|68041|100952|227753,Apoe|Capn1|Capza2|Cfl1|Clu|Cryab|Pfdn6|Myoc|Pfn1|Stmn2|Slit2|Vbp1|Coro1b|Mid1ip1|Emilin1|Gsn,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-2.9,2.2,3.6,16816,220,667,19,2.8,0.64,11993|12028|12608|12915|14950|16476|17872|18858|27061|51795|56334|56424|66155|66530|72736|76299|77006|80280|216440,Aup1|Bax|Cebpb|Atf6b|H13|Jun|Ppp1r15a|Pmp22|Bcap31|Srpx|Tmed2|Stub1|Ufc1|Ubxn6|Tmx1|Erp44|Ddrgk1|Cdk5rap3|Os9,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0032371,regulation of sterol transport,19_GO:0051179 localization,-2.9,3.4,4,16816,67,667,9,1.3,0.45,11812|11816|12306|16971|18830|22260|27404|66508|104158,Apoc1|Apoe|Anxa2|Lrp1|Pltp|Nr1h2|Abca8b|Lamtor1|Ces1d,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0032374,regulation of cholesterol transport,19_GO:0051179 localization,-2.9,3.4,4,16816,67,667,9,1.3,0.45,11812|11816|12306|16971|18830|22260|27404|66508|104158,Apoc1|Apoe|Anxa2|Lrp1|Pltp|Nr1h2|Abca8b|Lamtor1|Ces1d,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
KEGG Pathway,24,mmu05017,Spinocerebellar ataxia - Mus musculus (house mouse),,-2.9,2.5,3.7,16816,139,667,14,2.1,0.56,19173|19175|19177|19182|19184|19185|21762|22123|23996|23997|26446|56436|57296|67134,Psmb5|Psmb6|Psmb7|Psmc3|Psmc5|Psmd4|Psmd2|Psmd3|Psmc4|Psmd13|Psmb3|Adrm1|Psmd8|Nop56,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0070990,snRNP binding,,-2.9,7.8,5,16816,13,667,4,0.6,0.3,20637|20638|68988|107686,Snrnp70|Snrpb|Prpf31|Snrpd2,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0019377,glycolipid catabolic process,19_GO:0008152 metabolic process,-2.9,7.8,5,16816,13,667,4,0.6,0.3,15211|15212|18010|19156,Hexa|Hexb|Neu1|Psap,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Molecular Functions,21,GO:0016504,peptidase activator activity,,-2.9,3.7,4,16816,55,667,8,1.2,0.42,11820|12015|13032|14114|18542|20319|56436|76477,App|Bad|Ctsc|Fbln1|Pcolce|Sfrp2|Adrm1|Pcolce2,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
GO Biological Processes,19,GO:0051145,smooth muscle cell differentiation,19_GO:0032502 developmental process,-2.9,3.7,4,16816,55,667,8,1.2,0.42,11537|12266|12628|13805|15205|54409|58859|407831,Cfd|C3|Cfh|Eng|Hes1|Ramp2|Efemp2|Tmem204,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
KEGG Pathway,24,mmu00620,Pyruvate metabolism - Mus musculus (house mouse),,-2.9,4.1,4.1,16816,43,667,7,1,0.39,11532|11669|16828|17448|18746|58810|76238,Adh5|Aldh2|Ldha|Mdh2|Pkm|Akr1a1|Grhpr,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-199992,trans-Golgi Network Vesicle Budding,,-2.9,3.3,3.9,16816,68,667,9,1.3,0.45,11777|11820|11840|13423|14533|19345|68953|74325|108124,Ap3s1|App|Arf1|Dnase2a|Bloc1s1|Rab5c|Chmp2a|Cltb|Napa,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
Reactome Gene Sets,6,R-MMU-156590,Glutathione conjugation,,-2.8,4.7,4.3,16816,32,667,6,0.9,0.37,13885|14873|23887|56615|58810|76263,Esd|Gsto1|Ggt5|Mgst1|Akr1a1|Gstk1,-1.7,Infl__Fibroblasts_H_vs_Heal__Fibroblasts_H_DOWN
