Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu05150,Staphylococcus aureus infection - Mus musculus (house mouse),,-4.5,5.5,5.9,15189,58,426,9,2.1,0.7,12259|12260|12262|12266|14130|14131|14960|14962|14969,C1qa|C1qb|C1qc|C3|Fcgr2b|Fcgr3|H2-Aa|Cfb|H2-Eb1,-2.6,Activated_Mfs
GO Biological Processes,19,GO:0006096,glycolytic process,19_GO:0008152 metabolic process,-4.5,6.3,6.1,15189,45,426,8,1.9,0.66,11674|14751|15277|16889|18641|18648|18655|21991,Aldoa|Gpi1|Hk2|Lipa|Pfkl|Pgam1|Pgk1|Tpi1,-2.6,Activated_Mfs
GO Biological Processes,19,GO:0002673,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-4.5,6.3,6.1,15189,45,426,8,1.9,0.66,12266|12774|14130|14131|15442|16193|18782|20304,C3|Ccr5|Fcgr2b|Fcgr3|Hpse|Il6|Pla2g2d|Ccl5,-2.6,Activated_Mfs
KEGG Pathway,24,mmu05020,Prion disease - Mus musculus (house mouse),,-4.5,2.8,4.9,15189,254,426,20,4.7,1,11739|12259|12260|12262|12864|13057|13058|13653|16193|17708|17709|17710|17716|17717|17718|19175|20304|22333|67680|68202,Slc25a4|C1qa|C1qb|C1qc|Cox6c|Cyba|Cybb|Egr1|Il6|COX1|COX2|COX3|ND1|ND2|ND3|Psmb6|Ccl5|Vdac1|Sdhb|Ndufa5,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0032722,positive regulation of chemokine production,19_GO:0048518 positive regulation of biological process,-4.5,4.9,5.7,15189,73,426,10,2.3,0.73,12523|12978|13653|16193|16956|17319|20304|24088|66824|68279,Cd84|Csf1r|Egr1|Il6|Lpl|Mif|Ccl5|Tlr2|Pycard|Mcoln2,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0031341,regulation of cell killing,19_GO:0050789 regulation of biological process,-4.5,3.8,5.3,15189,121,426,13,3.1,0.83,12266|12479|12774|13051|14825|14964|14972|14990|16159|16783|18439|19419|30925,C3|Cd1d1|Ccr5|Cx3cr1|Cxcl1|H2-D1|H2-K1|H2-M2|Il12a|Lamp1|P2rx7|Rasgrp1|Slamf6,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.5,2.8,4.9,15189,255,426,20,4.7,1,11303|11502|12514|13051|14825|16159|16193|18033|18173|18439|19261|20304|22352|26362|56615|66102|66824|83433|240354|414084,Abca1|Adam9|Cd68|Cx3cr1|Cxcl1|Il12a|Il6|Nfkb1|Slc11a1|P2rx7|Sirpa|Ccl5|Vim|Axl|Mgst1|Cxcl16|Pycard|Trem2|Malt1|Tnip3,-2.5,Activated_Mfs
KEGG Pathway,24,mmu05152,Tuberculosis - Mus musculus (house mouse),,-4.4,3.4,5.1,15189,157,426,15,3.5,0.89,12266|13033|13040|14130|14131|14960|14969|16159|16193|16783|18033|20779|24088|69632|240354,C3|Ctsd|Ctss|Fcgr2b|Fcgr3|H2-Aa|H2-Eb1|Il12a|Il6|Lamp1|Nfkb1|Src|Tlr2|Arhgef12|Malt1,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,19_GO:0048519 negative regulation of biological process,-4.4,3,5,15189,215,426,18,4.2,0.97,11816|12523|13011|14130|14629|14824|14960|15368|15902|16835|16854|17289|18591|18782|20971|26362|83433|93695,Apoe|Cd84|Cst7|Fcgr2b|Gclc|Grn|H2-Aa|Hmox1|Id2|Ldlr|Lgals3|Mertk|Pdgfb|Pla2g2d|Sdc4|Axl|Trem2|Gpnmb,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.4,3.8,5.3,15189,122,426,13,3.1,0.83,12978|13051|14747|16159|17319|19252|20304|22339|27226|74748|76763|105722|227541,Csf1r|Cx3cr1|Cmklr1|Il12a|Mif|Dusp1|Ccl5|Vegfa|Pla2g7|Slamf8|Mospd2|Ano6|Camk1d,-2.5,Activated_Mfs
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-4.4,2.5,4.8,15189,343,426,24,5.6,1.1,11793|12192|12479|12522|13039|13653|15902|16157|16193|16889|17085|17289|18030|18733|18782|19156|22339|26362|30925|65963|74748|75766|83433|240354,Atg5|Zfp36l1|Cd1d1|Cd83|Ctsl|Egr1|Id2|Il11ra1|Il6|Lipa|Ly9|Mertk|Nfil3|Pirb|Pla2g2d|Psap|Vegfa|Axl|Slamf6|Tmem176b|Slamf8|Dcstamp|Trem2|Malt1,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0032732,positive regulation of interleukin-1 production,19_GO:0048518 positive regulation of biological process,-4.4,4.8,5.6,15189,74,426,10,2.3,0.73,12774|13653|16193|16956|18439|24088|66824|217203|232801|240354,Ccr5|Egr1|Il6|Lpl|P2rx7|Tlr2|Pycard|Tmem106a|Lilra5|Malt1,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-4.4,2.1,4.6,15189,603,426,35,8.2,1.3,11747|12266|12575|13032|13033|13039|13040|13653|14824|15251|15368|15502|16159|16193|16412|17390|17973|18413|18439|19252|20304|20656|20779|21664|56213|56312|64138|66725|66824|69635|76089|83925|105722|227541|241447,Anxa5|C3|Cdkn1a|Ctsc|Ctsd|Ctsl|Ctss|Egr1|Grn|Hif1a|Hmox1|Dnaja1|Il12a|Il6|Itgb1|Mmp2|Nck1|Osm|P2rx7|Dusp1|Ccl5|Sod2|Src|Phlda1|Htra1|Nupr1|Ctsz|Lrrk2|Pycard|Dapk1|Rapgef2|Trps1|Ano6|Camk1d|Cers6,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-4.4,2,4.5,15189,730,426,40,9.4,1.4,11739|11793|11810|11816|12236|12332|12494|12774|13838|13982|14026|14130|14629|14964|14972|15982|16412|16835|16854|16878|16905|16911|16976|17387|18413|19261|20393|20779|22339|22352|23950|24088|26949|52662|52822|56312|64138|66725|76089|83433,Slc25a4|Atg5|Apobec1|Apoe|Bub1b|Capg|Cd38|Ccr5|Epha4|Esr1|Evl|Fcgr2b|Gclc|H2-D1|H2-K1|Ifrd1|Itgb1|Ldlr|Lgals3|Lif|Lmna|Lmo4|Lrpap1|Mmp14|Osm|Sirpa|Sgk1|Src|Vegfa|Vim|Dnajb6|Tlr2|Vat1|Ldlrad4|Rufy3|Nupr1|Ctsz|Lrrk2|Rapgef2|Trem2,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-4.4,1.9,4.5,15189,732,426,40,9.4,1.4,11793|11816|12492|12494|12774|13838|14026|14130|14362|14824|14964|14972|15982|16193|16412|16554|16600|16878|17909|17973|18439|18844|20393|20779|22339|22352|52822|64138|66725|67784|68750|75788|76089|76108|83433|104215|108686|140570|227541|380713,Atg5|Apoe|Scarb2|Cd38|Ccr5|Epha4|Evl|Fcgr2b|Fzd1|Grn|H2-D1|H2-K1|Ifrd1|Il6|Itgb1|Kif13b|Klf4|Lif|Myo10|Nck1|P2rx7|Plxna1|Sgk1|Src|Vegfa|Vim|Rufy3|Ctsz|Lrrk2|Plxnd1|Rreb1|Smurf1|Rapgef2|Rap2a|Trem2|Rhoq|Ccdc88a|Plxnb2|Camk1d|Scarf1,-2.5,Activated_Mfs
GO Biological Processes,19,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-4.4,4.8,5.5,15189,75,426,10,2.3,0.73,12479|14825|14964|14972|14990|16159|16783|18439|19419|30925,Cd1d1|Cxcl1|H2-D1|H2-K1|H2-M2|Il12a|Lamp1|P2rx7|Rasgrp1|Slamf6,-2.4,Activated_Mfs
GO Biological Processes,19,GO:1901215,negative regulation of neuron death,19_GO:0048519 negative regulation of biological process,-4.4,2.9,4.9,15189,218,426,18,4.2,0.97,11816|13051|13982|14362|14629|14751|14824|15251|15368|16193|17748|18227|20304|20656|22339|26362|67784|93695,Apoe|Cx3cr1|Esr1|Fzd1|Gclc|Gpi1|Grn|Hif1a|Hmox1|Il6|Mt1|Nr4a2|Ccl5|Sod2|Vegfa|Axl|Plxnd1|Gpnmb,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0006665,sphingolipid metabolic process,19_GO:0008152 metabolic process,-4.3,3.7,5.2,15189,124,426,13,3.1,0.83,11886|15211|18439|19156|20397|20441|56336|67630|100340|208449|223753|241230|241447,Asah1|Hexa|P2rx7|Psap|Sgpl1|St3gal3|B4galt5|Samd8|Smpdl3b|Sgms1|Cerk|St8sia6|Cers6,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0022612,gland morphogenesis,19_GO:0032502 developmental process,-4.3,4,5.3,15189,107,426,12,2.8,0.8,12388|13982|14155|16193|16889|17345|17390|18033|18591|18844|20779|67784,Ctnnd1|Esr1|Fem1b|Il6|Lipa|Mki67|Mmp2|Nfkb1|Pdgfb|Plxna1|Src|Plxnd1,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-4.3,2.7,4.8,15189,282,426,21,4.9,1,12978|13051|13653|14081|14388|14825|16157|16159|16193|18413|18591|18733|20304|20305|20308|20779|22033|60440|66824|83433|232801,Csf1r|Cx3cr1|Egr1|Acsl1|Gab1|Cxcl1|Il11ra1|Il12a|Il6|Osm|Pdgfb|Pirb|Ccl5|Ccl6|Ccl9|Src|Traf5|Iigp1|Pycard|Trem2|Lilra5,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0002376 immune system process,-4.3,2.9,4.9,15189,220,426,18,4.2,0.97,13051|14131|14825|16412|16854|17390|18591|19261|20304|20305|20308|22329|22339|24088|66102|68279|74748|105722,Cx3cr1|Fcgr3|Cxcl1|Itgb1|Lgals3|Mmp2|Pdgfb|Sirpa|Ccl5|Ccl6|Ccl9|Vcam1|Vegfa|Tlr2|Cxcl16|Mcoln2|Slamf8|Ano6,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0097006,regulation of plasma lipoprotein particle levels,19_GO:0050789 regulation of biological process,-4.3,5.9,5.8,15189,48,426,8,1.9,0.66,11303|11816|16835|16889|16956|20288|20652|27226,Abca1|Apoe|Ldlr|Lipa|Lpl|Msr1|Soat1|Pla2g7,-2.4,Activated_Mfs
KEGG Pathway,24,mmu00600,Sphingolipid metabolism - Mus musculus (house mouse),,-4.3,5.9,5.8,15189,48,426,8,1.9,0.66,11886|15211|19156|20397|56336|208449|223753|241447,Asah1|Hexa|Psap|Sgpl1|B4galt5|Sgms1|Cerk|Cers6,-2.4,Activated_Mfs
GO Molecular Functions,21,GO:0016298,lipase activity,,-4.3,4.3,5.3,15189,92,426,11,2.6,0.77,15368|16889|16956|18782|18807|20304|23945|27226|66569|100340|114874,Hmox1|Lipa|Lpl|Pla2g2d|Pld3|Ccl5|Mgll|Pla2g7|Gdpd1|Smpdl3b|Ddhd1,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0001779,natural killer cell differentiation,19_GO:0002376 immune system process,-4.3,8.6,6.4,15189,25,426,6,1.4,0.57,15902|16157|17289|18030|26362|30925,Id2|Il11ra1|Mertk|Nfil3|Axl|Slamf6,-2.4,Activated_Mfs
GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,19_GO:0048519 negative regulation of biological process,-4.3,2.6,4.7,15189,284,426,21,4.9,1,11746|11793|12522|12523|13051|14130|14747|15368|16159|16193|16600|17289|18033|18173|19261|24088|26362|66824|83433|93695|232801,Anxa4|Atg5|Cd83|Cd84|Cx3cr1|Fcgr2b|Cmklr1|Hmox1|Il12a|Il6|Klf4|Mertk|Nfkb1|Slc11a1|Sirpa|Tlr2|Axl|Pycard|Trem2|Gpnmb|Lilra5,-2.4,Activated_Mfs
Reactome Gene Sets,6,R-MMU-166663,Initial triggering of complement,,-4.2,11,6.9,15189,16,426,5,1.2,0.52,12259|12260|12262|12266|18636,C1qa|C1qb|C1qc|C3|Cfp,-2.3,Activated_Mfs
WikiPathways,27,WP1,Statin pathway,,-4.2,11,6.9,15189,16,426,5,1.2,0.52,11303|11816|16835|16956|20652,Abca1|Apoe|Ldlr|Lpl|Soat1,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-4.2,2.4,4.6,15189,352,426,24,5.6,1.1,11502|11816|12388|13032|13033|13039|13040|13838|14629|14824|15442|17387|20620|20779|56312|66725|66824|69635|75788|78943|83433|240354|268291|269523,Adam9|Apoe|Ctnnd1|Ctsc|Ctsd|Ctsl|Ctss|Epha4|Gclc|Grn|Hpse|Mmp14|Plk2|Src|Nupr1|Lrrk2|Pycard|Dapk1|Smurf1|Ern1|Trem2|Malt1|Rnf217|Vcp,-2.3,Activated_Mfs
GO Molecular Functions,21,GO:0016491,oxidoreductase activity,,-4.2,2,4.4,15189,616,426,35,8.2,1.3,12040|12870|13057|13058|14319|14571|15368|16832|17708|17709|17710|17716|17717|17718|18451|18477|18655|20656|21391|22329|26433|26949|56615|58810|59010|65972|66234|66469|67680|102294|109672|230674|233016|407243|625249,Bckdhb|Cp|Cyba|Cybb|Fth1|Gpd2|Hmox1|Ldhb|COX1|COX2|COX3|ND1|ND2|ND3|P4ha1|Prdx1|Pgk1|Sod2|Tbxas1|Vcam1|Plod3|Vat1|Mgst1|Akr1a1|Sqor|Ifi30|Msmo1|Prxl2b|Sdhb|Cyp4v3|Cyb5a|Kdm4a|Blvrb|Peds1|Gpx4,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0009987 cellular process,-4.2,2.5,4.6,15189,309,426,22,5.2,1.1,11816|12259|12260|12262|12266|13051|13838|14270|14824|16412|16795|17918|18591|19024|66725|67299|67784|70729|83433|103172|107932|140570,Apoe|C1qa|C1qb|C1qc|C3|Cx3cr1|Epha4|Srgap2|Grn|Itgb1|Large1|Myo5a|Pdgfb|Ppfibp2|Lrrk2|Dock7|Plxnd1|Nos1ap|Trem2|Chchd10|Chd4|Plxnb2,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-4.2,2.8,4.7,15189,245,426,19,4.5,1,11793|11810|12494|13058|14081|14281|14362|14629|14862|16889|17390|18439|18669|20511|20656|56615|67702|74748|76108,Atg5|Apobec1|Cd38|Cybb|Acsl1|Fos|Fzd1|Gclc|Gstm1|Lipa|Mmp2|P2rx7|Abcb1b|Slc1a2|Sod2|Mgst1|Rnf149|Slamf8|Rap2a,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0050670,regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-4.2,2.8,4.7,15189,245,426,19,4.5,1,12479|12494|12520|12575|12978|14130|14960|16159|16193|16854|17319|17973|18782|20304|20971|22329|66824|93695|384783,Cd1d1|Cd38|Cd81|Cdkn1a|Csf1r|Fcgr2b|H2-Aa|Il12a|Il6|Lgals3|Mif|Nck1|Pla2g2d|Ccl5|Sdc4|Vcam1|Pycard|Gpnmb|Irs2,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0031954,positive regulation of protein autophosphorylation,19_GO:0048518 positive regulation of biological process,-4.2,8.2,6.3,15189,26,426,6,1.4,0.57,12388|18591|20779|22339|76108|93695,Ctnnd1|Pdgfb|Src|Vegfa|Rap2a|Gpnmb,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0046513,ceramide biosynthetic process,19_GO:0008152 metabolic process,-4.2,5.7,5.7,15189,50,426,8,1.9,0.66,11886|18439|20441|56336|67630|208449|241230|241447,Asah1|P2rx7|St3gal3|B4galt5|Samd8|Sgms1|St8sia6|Cers6,-2.3,Activated_Mfs
GO Biological Processes,19,GO:0032944,regulation of mononuclear cell proliferation,19_GO:0050789 regulation of biological process,-4.1,2.7,4.7,15189,248,426,19,4.5,1,12479|12494|12520|12575|12978|14130|14960|16159|16193|16854|17319|17973|18782|20304|20971|22329|66824|93695|384783,Cd1d1|Cd38|Cd81|Cdkn1a|Csf1r|Fcgr2b|H2-Aa|Il12a|Il6|Lgals3|Mif|Nck1|Pla2g2d|Ccl5|Sdc4|Vcam1|Pycard|Gpnmb|Irs2,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0010827,regulation of glucose transmembrane transport,19_GO:0051179 localization,-4.1,4.5,5.3,15189,80,426,10,2.3,0.73,12266|13982|15277|16592|20511|24014|98496|104215|237542|384783,C3|Esr1|Hk2|Fabp5|Slc1a2|Rnasel|Pid1|Rhoq|Osbpl8|Irs2,-2.2,Activated_Mfs
GO Molecular Functions,21,GO:0005125,cytokine activity,,-4.1,3.2,4.8,15189,168,426,15,3.5,0.89,14751|14824|14825|16159|16193|16878|17319|18413|20304|20305|20308|22339|23886|66102|68119,Gpi1|Grn|Cxcl1|Il12a|Il6|Lif|Mif|Osm|Ccl5|Ccl6|Ccl9|Vegfa|Gdf15|Cxcl16|Cmtm3,-2.2,Activated_Mfs
Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-4.1,2.2,4.4,15189,452,426,28,6.6,1.2,11674|11747|11804|12512|12523|14058|14701|16412|16554|17289|17319|18405|18439|18573|18591|19039|19124|19156|19261|19419|20779|20969|20971|21346|22339|23945|218454|330662,Aldoa|Anxa5|Aplp2|Cd63|Cd84|F10|Gng12|Itgb1|Kif13b|Mertk|Mif|Orm1|P2rx7|Pde1a|Pdgfb|Lgals3bp|Procr|Psap|Sirpa|Rasgrp1|Src|Sdc1|Sdc4|Tagln2|Vegfa|Mgll|Lhfpl2|Dock1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0030101,natural killer cell activation,19_GO:0002376 immune system process,-4.1,5.6,5.6,15189,51,426,8,1.9,0.66,15902|16157|17289|18030|18477|19419|26362|30925,Id2|Il11ra1|Mertk|Nfil3|Prdx1|Rasgrp1|Axl|Slamf6,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0061718,glucose catabolic process to pyruvate,19_GO:0008152 metabolic process,-4.1,10,6.6,15189,17,426,5,1.2,0.52,11674|14751|18641|18655|21991,Aldoa|Gpi1|Pfkl|Pgk1|Tpi1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0061621,canonical glycolysis,19_GO:0008152 metabolic process,-4.1,10,6.6,15189,17,426,5,1.2,0.52,11674|14751|18641|18655|21991,Aldoa|Gpi1|Pfkl|Pgk1|Tpi1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0006735,NADH regeneration,19_GO:0008152 metabolic process,-4.1,10,6.6,15189,17,426,5,1.2,0.52,11674|14751|18641|18655|21991,Aldoa|Gpi1|Pfkl|Pgk1|Tpi1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-4.1,3.5,5,15189,131,426,13,3.1,0.83,13051|14131|14825|16854|17390|18591|20304|20305|20308|22339|66102|74748|105722,Cx3cr1|Fcgr3|Cxcl1|Lgals3|Mmp2|Pdgfb|Ccl5|Ccl6|Ccl9|Vegfa|Cxcl16|Slamf8|Ano6,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-4.1,2.5,4.5,15189,315,426,22,5.2,1.1,12479|12494|12520|12522|12575|12978|14960|14969|16159|16193|16783|17319|17387|17973|19261|19419|20304|22329|26362|66824|240354|384783,Cd1d1|Cd38|Cd81|Cd83|Cdkn1a|Csf1r|H2-Aa|H2-Eb1|Il12a|Il6|Lamp1|Mif|Mmp14|Nck1|Sirpa|Rasgrp1|Ccl5|Vcam1|Axl|Pycard|Malt1|Irs2,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,19_GO:0032501 multicellular organismal process,-4.1,3.3,4.9,15189,150,426,14,3.3,0.86,11793|11816|12494|14629|15251|17390|18438|18591|20656|21391|22339|23945|26433|74617,Atg5|Apoe|Cd38|Gclc|Hif1a|Mmp2|P2rx4|Pdgfb|Sod2|Tbxas1|Vegfa|Mgll|Plod3|Scpep1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0035296,regulation of tube diameter,19_GO:0065007 biological regulation,-4.1,3.3,4.9,15189,150,426,14,3.3,0.86,11793|11816|12494|14629|15251|17390|18438|18591|20656|21391|22339|23945|26433|74617,Atg5|Apoe|Cd38|Gclc|Hif1a|Mmp2|P2rx4|Pdgfb|Sod2|Tbxas1|Vegfa|Mgll|Plod3|Scpep1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0009636,response to toxic substance,19_GO:0050896 response to stimulus,-4.1,3.8,5,15189,114,426,12,2.8,0.8,14862|15251|17748|18173|18227|18477|18669|20304|20656|56312|58810|625249,Gstm1|Hif1a|Mt1|Slc11a1|Nr4a2|Prdx1|Abcb1b|Ccl5|Sod2|Nupr1|Akr1a1|Gpx4,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-4.1,2.2,4.4,15189,478,426,29,6.8,1.2,11502|11906|12479|12512|12520|12522|12774|13838|14960|14969|15442|16159|16193|16412|16878|17909|17973|18591|19261|19419|20304|20779|20971|22329|22339|66824|68750|240354|330662,Adam9|Zfhx3|Cd1d1|Cd63|Cd81|Cd83|Ccr5|Epha4|H2-Aa|H2-Eb1|Hpse|Il12a|Il6|Itgb1|Lif|Myo10|Nck1|Pdgfb|Sirpa|Rasgrp1|Ccl5|Src|Sdc4|Vcam1|Vegfa|Pycard|Rreb1|Malt1|Dock1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0061888,regulation of astrocyte activation,19_GO:0032502 developmental process,-4.1,27,8.7,15189,4,426,3,0.7,0.41,12978|16835|83433,Csf1r|Ldlr|Trem2,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0150062,complement-mediated synapse pruning,19_GO:0009987 cellular process,-4.1,27,8.7,15189,4,426,3,0.7,0.41,12259|12266|83433,C1qa|C3|Trem2,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0035150,regulation of tube size,19_GO:0065007 biological regulation,-4,3.3,4.8,15189,151,426,14,3.3,0.86,11793|11816|12494|14629|15251|17390|18438|18591|20656|21391|22339|23945|26433|74617,Atg5|Apoe|Cd38|Gclc|Hif1a|Mmp2|P2rx4|Pdgfb|Sod2|Tbxas1|Vegfa|Mgll|Plod3|Scpep1,-2.2,Activated_Mfs
GO Molecular Functions,21,GO:0003823,antigen binding,,-4,5.5,5.5,15189,52,426,8,1.9,0.66,12479|14960|14964|14969|14972|14990|19156|19261,Cd1d1|H2-Aa|H2-D1|H2-Eb1|H2-K1|H2-M2|Psap|Sirpa,-2.2,Activated_Mfs
GO Molecular Functions,21,GO:0032934,sterol binding,,-4,5.5,5.5,15189,52,426,8,1.9,0.66,12492|12520|20652|22333|67963|71720|231070|237542,Scarb2|Cd81|Soat1|Vdac1|Npc2|Osbpl3|Insig1|Osbpl8,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-4,2,4.3,15189,655,426,36,8.5,1.3,11502|11816|12388|13011|13014|13030|13032|13033|13039|13040|13838|14629|14751|14824|15442|16193|16600|17387|20620|20733|20779|21858|22339|23950|56312|64138|66725|66824|69635|74772|75788|78943|83433|240354|268291|269523,Adam9|Apoe|Ctnnd1|Cst7|Cstb|Ctsb|Ctsc|Ctsd|Ctsl|Ctss|Epha4|Gclc|Gpi1|Grn|Hpse|Il6|Klf4|Mmp14|Plk2|Spint2|Src|Timp2|Vegfa|Dnajb6|Nupr1|Ctsz|Lrrk2|Pycard|Dapk1|Atp13a2|Smurf1|Ern1|Trem2|Malt1|Rnf217|Vcp,-2.2,Activated_Mfs
GO Biological Processes,19,GO:1901615,organic hydroxy compound metabolic process,19_GO:0008152 metabolic process,-4,2.4,4.4,15189,363,426,24,5.6,1.1,11303|11804|11816|11886|12660|13030|13039|15251|16832|16835|16889|17918|18227|20652|21991|54381|58810|66234|66569|67963|72472|208715|226101|231070,Abca1|Aplp2|Apoe|Asah1|Chka|Ctsb|Ctsl|Hif1a|Ldhb|Ldlr|Lipa|Myo5a|Nr4a2|Soat1|Tpi1|Cpq|Akr1a1|Msmo1|Gdpd1|Npc2|Slc16a10|Hmgcs1|Myof|Insig1,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-4,2.1,4.3,15189,530,426,31,7.3,1.3,11502|11610|11747|12192|12494|13653|13654|13684|13982|14081|14629|15368|15502|16193|17387|17390|17718|17918|18033|18227|19325|20393|20779|21858|27057|98496|104215|107508|231070|329877|384783,Adam9|Agtrap|Anxa5|Zfp36l1|Cd38|Egr1|Egr2|Eif4e|Esr1|Acsl1|Gclc|Hmox1|Dnaja1|Il6|Mmp14|Mmp2|ND3|Myo5a|Nfkb1|Nr4a2|Rab10|Sgk1|Src|Timp2|Ncoa4|Pid1|Rhoq|Eprs|Insig1|Dennd4c|Irs2,-2.2,Activated_Mfs
Reactome Gene Sets,6,R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-4,4.3,5.2,15189,82,426,10,2.3,0.73,12266|12479|12520|14130|14972|14990|16412|30925|75345|83433,C3|Cd1d1|Cd81|Fcgr2b|H2-K1|H2-M2|Itgb1|Slamf6|Slamf7|Trem2,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-4,3.5,4.9,15189,134,426,13,3.1,0.83,12266|12479|12520|14131|14964|14972|14990|16159|16193|18173|18439|83433|240354,C3|Cd1d1|Cd81|Fcgr3|H2-D1|H2-K1|H2-M2|Il12a|Il6|Slc11a1|P2rx7|Trem2|Malt1,-2.2,Activated_Mfs
Reactome Gene Sets,6,R-MMU-977606,Regulation of Complement cascade,,-4,7.6,6,15189,28,426,6,1.4,0.57,12259|12260|12262|12266|12520|18636,C1qa|C1qb|C1qc|C3|Cd81|Cfp,-2.2,Activated_Mfs
GO Biological Processes,19,GO:0015868,purine ribonucleotide transport,19_GO:0051179 localization,-4,9.9,6.4,15189,18,426,5,1.2,0.52,11739|18439|27416|100604|227731,Slc25a4|P2rx7|Abcc5|Lrrc8c|Slc25a25,-2.1,Activated_Mfs
GO Biological Processes,19,GO:0006590,thyroid hormone generation,19_GO:0008152 metabolic process,-4,14,7.1,15189,10,426,4,0.94,0.47,13030|13039|54381|72472,Ctsb|Ctsl|Cpq|Slc16a10,-2.1,Activated_Mfs
GO Biological Processes,19,GO:0002763,positive regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-3.9,4.7,5.2,15189,68,426,9,2.1,0.7,12192|12978|14281|15902|16878|20304|20308|75766|83433,Zfp36l1|Csf1r|Fos|Id2|Lif|Ccl5|Ccl9|Dcstamp|Trem2,-2.1,Activated_Mfs
