source	target	weight	p_value
JAK-STAT	Tap1	9.77763834312082	3.05748747556114e-19
JAK-STAT	Trim5	3.4234903429741	3.40133201470972e-19
JAK-STAT	Psmb8	5.86968402069555	6.40961995471653e-19
JAK-STAT	Trim38	3.49272614630224	8.86511782486408e-19
JAK-STAT	Apol4	2.51446567489816	1.69228313391727e-18
JAK-STAT	Parp12	6.9441010532389	1.95987246874917e-18
JAK-STAT	Samd9l	10.5628991033041	2.23729098789829e-18
JAK-STAT	Apobec3g	2.82646310969777	2.45385045594299e-18
JAK-STAT	Cmtr1	2.78086050029633	1.6615175903019e-17
JAK-STAT	Herc5	9.11964240689449	1.80513783386308e-17
JAK-STAT	Stat2	4.14717606787694	2.48109599640399e-17
JAK-STAT	Ogfr	2.04247813750597	2.79115057140821e-17
JAK-STAT	Gbp1	10.3986860770214	5.6540913301829e-17
JAK-STAT	Myd88	4.30443072295005	7.77202272132923e-17
JAK-STAT	Trim22	10.5674574971914	1.02725626517697e-16
JAK-STAT	Tmem140	5.10714104409123	2.22823800918931e-16
JAK-STAT	Rnf213	4.93751605673014	4.10880000552221e-16
JAK-STAT	Cmpk2	15.9287714424658	4.55525844768374e-16
JAK-STAT	Lamp3	9.97323029401613	8.3692154252197e-16
JAK-STAT	Nlrc5	6.54684526065919	1.53435395773448e-15
JAK-STAT	Trank1	3.58887468491964	3.30004089988073e-15
JAK-STAT	Zbp1	1.94145155963196	3.60742533762038e-15
JAK-STAT	Prkd2	2.15549487824293	3.76651994457352e-15
JAK-STAT	Apol1	5.34749912270142	4.00882120425792e-15
JAK-STAT	Psmb9	8.15851150604537	4.42397427429884e-15
JAK-STAT	Gbp4	8.0846576698246	9.20942809794626e-15
JAK-STAT	Cyp2j2	2.09357760031004	9.79379315007629e-15
JAK-STAT	Trim25	3.41413092072421	1.0240423072998e-14
JAK-STAT	Zc3hav1	5.13372699252116	2.97361429029947e-14
JAK-STAT	Znfx1	6.49639821416828	2.98427176937844e-14
JAK-STAT	Dtx3l	8.35841869796418	3.19491013000091e-14
JAK-STAT	Cnp	2.96065675756878	5.3510572580181e-14
JAK-STAT	Sp140l	2.33786325395563	5.55992273872231e-14
JAK-STAT	Apol3	4.84500740179242	6.32522874361061e-14
JAK-STAT	Cxcl11	15.0076627193311	1.79697666541877e-13
JAK-STAT	Plscr2	1.50667120347462	1.90606613687444e-13
JAK-STAT	Casp4	2.42657748025015	2.15745455959061e-13
JAK-STAT	Il22ra1	1.82061694158941	3.4466694007792e-13
MAPK	Dusp6	16.8590158280176	3.15910541810527e-59
MAPK	Spred2	3.50183464102223	7.19495491980882e-50
MAPK	Spry2	9.48158474811891	9.19739104487637e-43
MAPK	Etv5	5.98870960594422	6.74253504674831e-41
MAPK	Epha2	6.31401244666076	3.74920021328617e-40
MAPK	Phlda2	3.85823865379557	4.63978385044658e-39
MAPK	Fosl1	9.00052230863295	8.12449433093338e-38
MAPK	Spry4	10.1144705371691	4.27131331615127e-37
MAPK	Dusp4	7.80481595969638	8.2419122522014e-37
MAPK	Slco4a1	4.08453814362535	3.74652221500597e-33
MAPK	Etv4	5.29378397860542	1.48356719252243e-32
MAPK	Phlda1	7.04528922892108	1.56106339852094e-32
MAPK	Etv1	3.56346478875676	6.97255413260939e-31
MAPK	Tmem59	-2.26427296258465	1.0172040172976e-30
MAPK	Slc20a1	6.81035296711078	1.84159037394936e-30
MAPK	Dusp5	7.92003014258316	1.99542040303392e-30
MAPK	Stx1a	2.21515121358096	2.01708205086685e-30
MAPK	Elk3	2.9961403928388	6.02065069122607e-30
MAPK	Nt5e	5.83888139082194	2.31974630928703e-29
MAPK	Phc2	2.39540102391319	5.05139937444588e-29
MAPK	C11orf71	-2.36675761284733	1.48096690358258e-28
MAPK	Gabarap	-2.96166378554828	5.83724284939034e-28
MAPK	Spred1	6.20994824376467	1.11465428706954e-27
MAPK	Tcof1	2.21157805492884	4.91681763049188e-27
MAPK	Bzw1	2.78108543054007	5.73016680458139e-27
MAPK	Ccnd1	6.26301160545996	1.6304232319251e-26
MAPK	Areg	4.9322864163768	1.65080345973779e-26
MAPK	Uba2	2.07987848790322	3.18110965272804e-26
MAPK	Tnfrsf10a	5.17304432686464	4.98993695764113e-26
MAPK	Pwp2	1.33221219929849	1.07424038855632e-25
MAPK	Pnp	4.91046403239136	1.18798601898198e-25
MAPK	Ech1	-2.28974208361921	1.33225930823261e-25
MAPK	Sh3bgrl	-2.72344650934606	1.55800019786197e-25
MAPK	Pbld	-1.97768378296481	1.64214561831968e-25
MAPK	Trib1	4.1829430716292	1.73725217374978e-25
MAPK	Gpr3	1.63082925966816	1.94887522430881e-25
MAPK	Nnt	-1.81972821544713	2.18564514665958e-25
MAPK	Hmga2	3.72797107304941	3.08340198504703e-25
MAPK	Polr3g	2.8294839761781	3.77679026985389e-25
MAPK	Stx8	-1.10640642473181	7.36972131695411e-25
MAPK	Yrdc	3.62564642925459	7.8240988030993e-25
MAPK	Dcbld2	3.37151568478737	1.06903774599373e-24
MAPK	Scpep1	-1.9325651044928	1.57207599437223e-24
MAPK	Slc35f2	2.85098200227271	1.89162920030642e-24
MAPK	Bdh2	-2.49659086794075	1.94515807567677e-24
MAPK	Asb8	-1.69399615351741	2.02955158540568e-24
MAPK	Lrp8	4.51300427600781	2.43356146262504e-24
MAPK	Pik3c2b	-2.75268657283763	4.87193800131825e-24
MAPK	Aen	3.21611826452391	4.92653620775666e-24
MAPK	Dazap2	-1.40779498255426	9.26458119151555e-24
MAPK	Top1	3.63340880084587	1.05602452900478e-23
MAPK	Entr1	1.56415367684619	1.45789312553329e-23
MAPK	Trim52	-2.20119038690844	2.06192885393132e-23
MAPK	Cdca4	3.01028126156975	5.20347207329666e-23
MAPK	Tns3	-2.72646381305986	5.36673324616659e-23
MAPK	Tmub2	-1.67381617986947	5.6808718504372e-23
MAPK	Fermt1	2.33370465546028	6.62299102894745e-23
MAPK	Arhgef17	-1.39689109122884	7.66663814142724e-23
MAPK	Slc4a7	2.70949499395691	8.93391661567443e-23
MAPK	Man2b2	-1.91760613723522	1.01452093701302e-22
MAPK	Prcp	-1.27868444112129	1.34123066404915e-22
MAPK	Grpel1	2.66946875266487	2.0759603587402e-22
MAPK	Sirt2	-1.32328313678571	2.07701004860221e-22
MAPK	Rab26	-3.4389782720449	2.19826042143678e-22
MAPK	Xrcc3	1.5437565622297	2.2890195545287e-22
MAPK	E2f3	2.03434847548691	2.51742580126524e-22
MAPK	Prnp	2.59731080726985	2.99589956308836e-22
MAPK	Fam149b1	-1.34234232250798	3.54959309656484e-22
MAPK	Sidt2	-2.75271087544008	4.14922987373383e-22
MAPK	Lamb2	-2.39287963748878	5.9644440121122e-22
MAPK	Ldlr	3.07391098575529	6.68291274843383e-22
MAPK	Zbtb3	-1.56916397321037	7.92222277737148e-22
MAPK	Mcl1	3.01286499570434	9.06999876236061e-22
MAPK	Zscan31	-3.3278642206561	9.53459494936012e-22
MAPK	Wdr3	2.29911529903853	1.09263219945264e-21
MAPK	Rab5b	-2.08045064211124	1.14068690789038e-21
MAPK	Cbfb	2.33999820545757	1.37284872731544e-21
MAPK	Mcmbp	1.88755073514293	1.51458931473896e-21
MAPK	Mccc1	-1.92267632737533	1.70083547776879e-21
MAPK	Srp14	-1.5944123429577	1.82748382750984e-21
MAPK	Spg11	-1.33788368473598	1.92314108856064e-21
MAPK	Mier2	0.956640357357573	1.92809354692142e-21
MAPK	Krr1	1.46170719355327	1.96804097964014e-21
MAPK	Nup50	1.77471073483581	2.11475288565079e-21
MAPK	Gatad2a	1.3592381882946	2.12659230303188e-21
MAPK	Brix1	2.86674906007426	2.19982065515885e-21
MAPK	Fmo5	-1.49724165656977	2.25801686647268e-21
MAPK	Mgst3	-1.45283168172918	2.59610381887105e-21
MAPK	Kiaa1522	-2.29989865248777	2.61474425241694e-21
MAPK	Ubash3b	4.96762401165282	2.84803327448916e-21
MAPK	Dusp7	2.45250826338135	2.91636394318624e-21
MAPK	Pbx1	-2.99961326480848	2.94598311546324e-21
MAPK	Rnf138	2.35574220744453	3.50978194637612e-21
MAPK	Kmt5a	1.74097481250001	3.87106708842843e-21
MAPK	Stk17a	2.94056687733242	4.30833971404471e-21
MAPK	Smurf2	3.03016176251486	4.33717808716804e-21
MAPK	Hmga1	2.86870568230899	4.96161173481671e-21
MAPK	Mphosph6	2.24262157537091	5.01073677020542e-21
MAPK	Pals2	2.24262157537091	5.01073677020542e-21
MAPK	Dnase2	-1.82182041633701	5.06233808264059e-21
NFkB	Tnfaip3	28.3737523134651	1.86714042786609e-71
NFkB	Cxcl2	9.40345995753717	2.15721627420783e-61
NFkB	Ccl20	36.6973078682593	1.28511338682475e-58
NFkB	Nfkbia	11.4445337143917	2.78087111295943e-58
NFkB	Cxcl8	38.5179286893872	5.84435580509893e-58
NFkB	Relb	7.77922197337011	1.73173096777776e-57
NFkB	Nfkb1	9.51363622089187	2.76893788405754e-57
NFkB	Tnfaip2	10.9108073918533	7.29118226160998e-57
NFkB	Icam1	18.3693852641061	5.01718182450126e-56
NFkB	Il6	21.770635436392	1.30192278678607e-55
NFkB	Nfkbie	8.21183284796716	2.18710934143946e-54
NFkB	Nfkb2	5.51557538189721	6.21729676059569e-54
NFkB	Cxcl3	22.9461142188508	1.79364016010821e-53
NFkB	Slc2a6	9.72998809873575	3.84618028002121e-53
NFkB	Ninj1	8.01225057853366	4.1683615119088e-52
NFkB	Wtap	3.76663440288848	1.58569438078515e-47
NFkB	Bcl2a1	14.4169245737719	2.61168825048226e-47
NFkB	Birc3	12.4576121742067	2.30897119395005e-46
NFkB	Cd83	10.4513708683432	3.45705141603535e-45
NFkB	Ticam1	3.49208467391813	3.96964510198243e-45
NFkB	Cxcl1	23.4218587811188	2.17416650839387e-43
NFkB	Ripk2	5.97975213098363	6.36232958630882e-43
NFkB	Inhba	12.4675936569889	1.16291352852189e-42
NFkB	Csf2	5.90352627791306	1.19346447094293e-41
NFkB	Tnip1	6.13472667662198	3.7484101761427e-41
NFkB	Dram1	9.5477003571551	8.65164522394083e-41
NFkB	Traf1	10.3355766029445	1.08204282166384e-40
NFkB	Irak2	5.34339161268539	1.27425138509773e-40
NFkB	Tlr2	5.41421997604156	1.42384020633266e-40
NFkB	Tnf	18.6392620596404	1.19700712255322e-39
NFkB	Msc	6.35920655303276	1.69847495138843e-39
NFkB	Ikbke	3.3411268875817	6.45826343649033e-39
NFkB	Gch1	14.0260436644797	1.45855968467539e-38
NFkB	Cxcl5	7.17964791657825	1.56227123626499e-38
NFkB	Il1a	8.11129097221699	2.88640950461919e-38
NFkB	Bid	4.72982353922745	9.60488919725315e-38
NFkB	Ptx3	21.2478956388809	4.48253655009005e-37
NFkB	Ehd1	5.87160738429593	5.21872050163804e-37
NFkB	Cflar	4.01671158821876	7.03058821558404e-37
NFkB	Sdc4	8.15340036456494	9.9659179929951e-37
NFkB	Tnip2	3.31072735149829	1.96840171834069e-36
NFkB	Tnfsf15	6.24584727544688	6.56433928819142e-36
NFkB	Ifngr2	6.02200972475387	1.458313030465e-35
NFkB	Map3k8	7.39920536474448	3.20705633736012e-35
NFkB	Il1rn	5.15157965968566	5.58411521846268e-35
NFkB	Cyld	2.77331423375652	9.60630498681471e-35
NFkB	Il23a	2.07290492359488	4.02154335003975e-34
NFkB	Il36g	9.82640555786125	4.59234118701886e-34
NFkB	Ccl2	17.5659918325355	5.15220860398327e-34
NFkB	Kynu	6.40446360557511	7.78527476475635e-34
NFkB	Stat5a	3.98656100319747	1.33086706297111e-33
NFkB	B4galt1	2.53619871797362	3.73903316418015e-33
NFkB	Il1b	21.6559293107342	7.85659534624504e-33
NFkB	Tnip3	8.25934093825706	8.30343922353387e-33
NFkB	Ifnar2	4.68331898329886	1.64287081551076e-32
NFkB	Hivep1	3.99971488002502	2.97447934011835e-32
NFkB	Nkx3-1	2.37298329930962	5.58947585190576e-32
NFkB	Cfb	6.31351994004626	3.04144655865821e-31
NFkB	Trip10	4.16756174882639	3.42727719702236e-31
NFkB	Csf3	4.9031843413131	3.61312310578831e-31
NFkB	Irf1	12.6980091248709	4.29714080717552e-31
NFkB	Tnfrsf9	5.99605904813046	6.71145708106537e-31
NFkB	Cxcl6	8.72540142737151	7.47798581906051e-31
NFkB	Nfkbiz	15.123815836823	8.20084981188112e-31
NFkB	Cd40	3.52021359068652	1.54181522015266e-30
NFkB	Olr1	7.84201028638495	2.09532916494675e-30
NFkB	Efna1	11.4332953920164	3.0206502074705e-30
NFkB	C11orf96	4.56622606490301	4.27670304480924e-30
NFkB	Ltb	3.18756879176983	5.38748589448783e-30
NFkB	Ebi3	7.54618521006463	5.83370268049767e-30
NFkB	Il7r	8.81331233527089	9.46920036175972e-30
NFkB	Ube2z	2.15293276565257	1.43816946173801e-29
NFkB	Socs3	4.51191455862297	1.8235478903106e-29
NFkB	Elovl7	8.79211575344344	3.32679029517041e-29
NFkB	Tifa	5.14411244624824	4.16276376931941e-29
NFkB	Rel	4.70997255673979	9.25518819852926e-29
NFkB	Il32	10.4523164162521	1.19433479873877e-28
NFkB	Nfkbib	2.06559587812168	2.53853406371617e-28
NFkB	Stx11	4.52523244924286	2.99291858521405e-28
NFkB	Kmo	3.97423506454669	5.00590026159528e-28
NFkB	Ankle2	2.2119763224409	7.6826505655043e-28
NFkB	Necap2	2.4427935008954	4.75108318179648e-27
NFkB	Tnfaip8	4.93682380456133	6.0378070405825e-27
NFkB	Tnfaip6	19.182263460877	1.11998692358345e-26
NFkB	Ppp4r4	2.42747157463571	1.28210981231824e-26
NFkB	Rnf19b	6.70700433729029	1.67552369686807e-26
NFkB	Hivep2	3.95142664410617	2.29633180717383e-26
NFkB	Sod2	11.1561501653772	3.63565009743388e-26
NFkB	Ankrd33b	4.49429872492497	8.82353926820888e-26
NFkB	Sgpp2	7.41697819384461	9.89699100983537e-26
NFkB	Birc2	4.01137932948259	1.10206536714606e-25
NFkB	Cxcl11	15.8343667974075	1.36526478997088e-25
NFkB	Slc11a2	2.68664803875845	2.04050330462799e-25
NFkB	Prdm1	4.41653234664008	2.13635099675318e-25
NFkB	Slc41a2	4.91500650401406	2.26262997579691e-25
NFkB	Tmem217	3.35381325962838	3.26134030971729e-25
NFkB	Il15	5.14656809221536	4.07119560306845e-25
NFkB	Cd80	3.79561507552718	4.99081244092806e-25
NFkB	Marcks	4.76137308887682	6.04162128289193e-25
NFkB	Ifih1	6.04203644390954	1.16351991774757e-24
PI3K	Mlana	-9.98574293200138	1.84165090228066e-43
PI3K	Pmel	-6.5903482481995	6.87478637985231e-36
PI3K	Faxdc2	-12.4212738274813	3.29751478734341e-34
PI3K	Hsd17b8	-8.60157067564918	9.94822409916159e-34
PI3K	Ctsf	-9.17214273519104	1.02352115543403e-31
PI3K	Spsb3	-6.53372855841329	1.27394631726602e-31
PI3K	Atp6v1g2	-7.23734622762513	1.64264560516527e-31
PI3K	Tyr	-5.07685408927583	3.45852323932202e-31
PI3K	Gnptg	-6.96660957448126	6.01811057101121e-29
PI3K	Inpp5k	-4.53009815299132	6.38552968963403e-29
PI3K	Wdr31	-3.94383878232922	6.88079554487928e-29
PI3K	Pex11g	-4.45461364324906	7.15374880484698e-29
PI3K	Dhrs12	-3.40734981909503	1.40310428377533e-28
PI3K	Nt5m	-3.91513055341077	6.67379277748209e-28
PI3K	Paep	-3.80322755378366	7.68712394101105e-28
PI3K	Creb3l4	-9.10265165349138	1.03196981826704e-26
PI3K	Ubald2	-9.9853774649777	1.11589401262154e-26
PI3K	Ing4	-7.70011807552868	1.71264632763674e-26
PI3K	Derl3	-4.03367942481051	2.53843356377739e-26
PI3K	Krtap19-1	-6.88195169071733	1.1785932243604e-25
PI3K	Slc27a1	-8.32992083970463	5.67924744351312e-25
PI3K	Apoc1	-5.06131014685356	1.45842126116066e-24
PI3K	Ccdc25	-4.33927130721477	3.10074349090972e-24
PI3K	Fcgrt	-6.17024340583968	4.8728669340635e-24
PI3K	Cdk5rap3	-5.25476658764296	5.17768058813398e-24
PI3K	Nenf	-2.86223344936892	8.50384274895831e-24
PI3K	Dnai4	-3.62712257526587	9.58214949033822e-24
PI3K	Ybx2	-4.4198573450747	1.86726008370435e-23
PI3K	Tfdp2	-5.67358822724195	6.28892460557722e-23
PI3K	Amigo1	-6.00032101275205	7.15489931465478e-23
PI3K	Ca14	-4.83804022189004	7.64516327231646e-23
PI3K	Cbx7	-6.43722025284963	9.48618739400941e-23
PI3K	Mcam	5.1250827229371	1.56203636213595e-22
PI3K	Cryl1	-7.33302617907713	2.94477000729127e-22
PI3K	Rps29	-5.84444086613272	3.60550011112455e-22
PI3K	Smim19	-7.21055901199547	3.86339138625811e-22
PI3K	Slc18a1	4.6520925271988	4.51564065779467e-22
PI3K	Fbxo25	-7.03302973444092	4.51682066577914e-22
PI3K	C5orf52	12.2398089550562	5.48638871157432e-22
PI3K	Tnni3	-3.67219442156719	9.08034090315513e-22
PI3K	S100a1	-3.98892395619226	9.86621804369537e-22
PI3K	Ttc12	-3.18487304334592	1.94564349302014e-21
PI3K	Thnsl2	-4.31834057929394	2.41918269115098e-21
PI3K	Gaa	-5.36778410442264	2.6430247993519e-21
PI3K	Baat	-3.55753878109094	2.65009134044269e-21
PI3K	Ctdsp1	-5.56756931753247	2.79311999439162e-21
PI3K	Linc02915	5.81104798483132	3.31832152681686e-21
PI3K	Coq8a	-6.3882123748855	3.61044552117952e-21
PI3K	Fcmr	-4.92688011408367	4.07452289542585e-21
PI3K	Tbc1d15	-5.41263103979862	4.69256273423914e-21
PI3K	Tsnare1	-2.43150330127202	5.94573767335364e-21
PI3K	Tmem42	-7.98932674781528	1.22159393357159e-20
PI3K	Myl5	-5.23829646055669	1.35242632515684e-20
PI3K	Gemin8	-4.13317735972695	1.4521284967915e-20
PI3K	Wipi2	-3.15306605993472	1.77570238914393e-20
PI3K	Mst1	-4.98688563560501	2.40480325990117e-20
PI3K	Trim63	-5.52859767409549	2.52158246602832e-20
PI3K	C11orf1	-3.33427274658542	2.61488330317221e-20
PI3K	Mfge8	-5.90153045494985	3.31921115870461e-20
PI3K	Hsbp1l1	-6.8931569144425	4.32198814297742e-20
PI3K	Fhit	-4.61516694668944	4.34310955706826e-20
PI3K	Mir1915hg	4.95274148470206	5.46508773676334e-20
PI3K	Rgs10	-3.88039733945838	7.28229037462017e-20
PI3K	Gli4	-3.0980704897335	8.73730438618418e-20
PI3K	Vamp5	-4.36107400342695	9.73094173807754e-20
PI3K	Cytl1	-4.86544163639119	9.8446453935054e-20
PI3K	Tppp	-2.54311816143599	1.56400879213772e-19
PI3K	Camlg	-5.79570374485461	2.31102662655574e-19
PI3K	Psmg3-as1	-8.01327658331417	3.3912659361703e-19
PI3K	Cir1	-5.02316118285144	3.40742267997432e-19
PI3K	Dnal4	-4.44586727498809	4.51436955387361e-19
PI3K	Lrrc23	-3.29325311046509	4.65449747904034e-19
PI3K	Mettl27	-4.5498730551595	5.47838056754103e-19
PI3K	Slc26a4	-3.73883989050786	5.49546311770076e-19
PI3K	Ino80c	4.10821747861681	5.78330243415501e-19
PI3K	Aebp1	-4.09261078767931	8.22500121017652e-19
PI3K	Crebrf	-10.4460752741883	1.07385649415107e-18
PI3K	Ccdc28a	-8.06067844120822	1.07841549071385e-18
PI3K	Begain	-4.19647716673333	1.40325851908159e-18
PI3K	Commd6	-3.46243911328989	1.5690684129713e-18
PI3K	Arsj	7.06108078187924	2.01000071774911e-18
PI3K	Zscan2	-3.15874345354772	2.39874814760954e-18
PI3K	Nr2e1	-2.72151809767483	2.75210085682985e-18
PI3K	Znf554	-2.67497823862308	3.91817379027954e-18
PI3K	Mrpl10	-4.87165425024191	4.17390616642663e-18
PI3K	Znf76	-2.79225593483092	6.56599700159561e-18
PI3K	Fbxo44	-3.99973394224556	8.47167890087872e-18
PI3K	Garem2	-4.09273889946688	1.01602201245768e-17
PI3K	Alg14	4.41613921979738	1.07535551160197e-17
PI3K	Map1b	7.02369305434539	1.07917924246233e-17
PI3K	Cpxm1	-4.04203813670041	1.37844982265248e-17
PI3K	Znf396	-2.53804821619318	1.42087748395323e-17
PI3K	Mroh6	-4.41899557925087	1.46682898285939e-17
PI3K	Crbn	-6.89871723274358	1.73379871861858e-17
PI3K	Arl2	-4.90773355658093	1.81695015225294e-17
PI3K	Ppp1r26	-3.72424287015719	1.85177910376835e-17
PI3K	Rnf44	-5.73431317321176	2.90074023326259e-17
PI3K	Rtn2	-7.48564963103951	2.94801998322497e-17
PI3K	Acbd4	-3.2096475771497	3.25379031956136e-17
PI3K	Whrn	-5.1520134383423	4.19216796388327e-17
TGFb	Linc00312	4.42898709353377	2.00744434073173e-17
TGFb	Tspan2	5.50232611582591	3.14517669122486e-16
TGFb	Smad7	7.63114337453368	7.30871070293729e-16
TGFb	Nox4	5.91381315164949	3.82922359295111e-15
TGFb	Col4a1	6.33748957483242	9.05250083374898e-15
TGFb	Cavin4	4.5973433386721	1.47188384434857e-14
TGFb	Id4	4.16990135012905	2.01732589518167e-14
TGFb	Bmpr2	4.01550503146815	2.06806507730511e-14
TGFb	Skil	4.27418121936063	3.01829107919477e-14
TGFb	Rasl11b	2.72300987035008	3.05841927495841e-14
TGFb	Comp	9.89924996035517	6.76580866724448e-14
TGFb	Lmcd1	5.67528152626637	1.37937557544951e-13
TGFb	Mras	5.2019665810873	1.81033307392363e-13
TGFb	Id1	12.3542876610615	2.58425214564757e-13
TGFb	Syt15	3.85774315387963	3.33029776858487e-13
TGFb	Cilp	4.65100396366156	5.30534947079576e-13
TGFb	Cnn1	4.95347124865968	9.55073512772059e-13
TGFb	Adam12	3.96830453450054	1.11669094049917e-12
TGFb	Itga11	3.39269756527187	4.94060477767467e-12
TGFb	Col5a1	5.22105124556953	8.69597540403275e-12
TGFb	Mfap4	5.81303850112824	9.45850323084303e-12
TGFb	Fstl3	6.80735910341726	1.04937839650906e-11
TGFb	Il11	6.3308961562903	1.10898391667222e-11
TGFb	Id3	10.481113198179	1.34225523063904e-11
TGFb	Ninj2	3.87562659588594	1.69026490067084e-11
TGFb	Pln	2.74832322185897	1.76623734500888e-11
TGFb	Bgn	3.23783999976143	1.80369701225532e-11
TGFb	Crlf1	4.82529311181974	9.02277868019632e-11
TGFb	Cald1	3.05163558943135	1.06012128437286e-10
TGFb	Myoz1	4.96247484951778	1.06179636802198e-10
TGFb	Col4a2	4.22126367783392	1.08107368009783e-10
TGFb	Nox1	-1.04576337491561	1.13062429020078e-10
TGFb	Pmepa1	8.09614088082701	1.69404046496019e-10
TGFb	Samd11	4.98308470437278	1.8755659829919e-10
TGFb	Col1a1	3.56608104235526	1.96179140348721e-10
TGFb	Nuak1	6.09542992244163	3.10108091869529e-10
TGFb	Atp10a	2.78485714657699	3.64140111118415e-10
TGFb	Cdh2	3.28831023806494	5.44173078093258e-10
TGFb	Ltbp2	4.37279393479639	6.43666459177828e-10
TGFb	Efr3b	1.33434990216543	7.20131837523611e-10
TGFb	Tpm1	4.59536080946276	7.66384503273578e-10
TGFb	Xylt1	3.19771560300269	8.34749745856748e-10
TGFb	Slco2a1	4.86978843343729	1.11724159648567e-09
TGFb	Syndig1	1.83640385967736	1.63040601959621e-09
TGFb	Gria3	1.08681263152832	1.69257696839142e-09
TGFb	Xrcc4	3.3772318622335	1.80919625782054e-09
TGFb	Gdf5	-1.93955948584584	2.60107695832597e-09
TGFb	Rusc2	2.35317956566165	3.03281807226654e-09
TGFb	Acox3	2.72152876515143	3.73811558933447e-09
TGFb	Lect2	2.90895137074028	3.94873927631554e-09
TGFb	Unc5b	3.83381952180863	3.99442448004817e-09
TGFb	Galnt10	3.04707707267676	4.18780564605005e-09
TGFb	Actc1	3.3374297971927	4.23187960699964e-09
TGFb	Lrrc32	5.29359563139494	5.48959820371611e-09
TGFb	Opcml	4.46795088308433	5.89796739619007e-09
TGFb	Cldn11	-3.69028339577921	6.44482735223648e-09
TGFb	Pknox2	2.04849173989876	8.23521157212937e-09
TGFb	Rflnb	7.30913012834185	8.95836152051786e-09
TGFb	Lrrc15	2.30459515444772	9.23174852636592e-09
TGFb	Podnl1	2.14890968370182	1.52743293328799e-08
TGFb	Dact1	6.22087968552156	1.6389385967704e-08
TGFb	Hsd17b6	4.78252728727728	1.81280125872891e-08
TGFb	Gopc	2.85451760841286	2.07857570510291e-08
TGFb	Ak5	-3.35713244014104	2.27911548277319e-08
TGFb	Rasd2	3.38455715222115	2.39729254684828e-08
TGFb	Kirrel3	2.54238555956343	2.89237305634618e-08
TGFb	Sh3pxd2a	3.87979180893438	3.00595961891943e-08
TGFb	Abca6	-3.27153689503516	3.25977590607319e-08
TGFb	Fbln5	4.92248525622834	3.50488635308671e-08
TGFb	Mex3b	3.97829237025429	3.9925075761664e-08
TGFb	C3orf80	4.8090374633887	4.06612483935296e-08
TGFb	Plcb4	3.93389028538691	5.25709979195131e-08
TGFb	Islr2	2.46806008759771	5.43184438465613e-08
TGFb	Yipf5	2.811936356491	5.92623150531256e-08
TGFb	Msr1	-1.7648382018898	5.97050030932506e-08
TGFb	Lrrn4cl	-3.78451512652799	6.28593293019068e-08
TGFb	Olfm2	2.0653759894085	6.68125557114682e-08
TGFb	Chst3	2.22180085729483	7.23792343362313e-08
TGFb	Tuft1	6.01099129718591	7.56808485568803e-08
TGFb	Sphk1	6.0901115386287	8.20327964833598e-08
TGFb	Abca8	-1.70924507988481	9.26470992580554e-08
TGFb	Sema7a	3.89477204453867	9.48927815296658e-08
TGFb	P2rx1	2.75813829247677	9.77485545790557e-08
TGFb	Rxfp1	-2.27771792982856	1.19698475447063e-07
TGFb	Cdkn2b	3.37372810288728	1.23750746637073e-07
TGFb	Pawr	2.55343428547832	1.26235061565872e-07
TGFb	Snai1	3.56817393050154	1.61220395610558e-07
TGFb	Lims2	2.27494674124209	1.65169668641075e-07
TGFb	Tnfsf4	5.50389303523693	1.70081510647567e-07
TGFb	Nedd9	4.36119281029233	2.44893636700771e-07
TGFb	Smad6	2.79826538625144	2.5205858352478e-07
TGFb	Dgki	2.24114361320707	2.61648655507206e-07
TGFb	Bcor	2.73574649292318	2.64124755556515e-07
TGFb	Sgpl1	2.58392327301512	2.64796841674509e-07
TGFb	Smurf1	1.53815323269343	2.71553003259503e-07
TGFb	Specc1	2.57411375293421	2.76174872878544e-07
TGFb	Arfgap1	2.07340117015275	2.90945270701906e-07
TGFb	Uaca	2.6166466705245	3.16061203547848e-07
TGFb	Slc16a2	3.14089909203714	3.17061013861719e-07
TGFb	Dcbld1	3.89901093078139	3.17939993376741e-07
TNFa	Tnfaip3	35.4007175514781	6.15631781164508e-65
TNFa	Ifnar2	7.58070068614032	5.91108630299157e-54
TNFa	Csf2	8.35548063730208	3.42178027475747e-51
TNFa	Nfkbie	10.3562053669893	4.59653011736041e-51
TNFa	Efna1	18.6311093849306	1.3946227070893e-50
TNFa	Relb	9.26459378466974	4.31970946990261e-47
TNFa	Cxcl8	45.4418272162389	6.68142170311434e-47
TNFa	Icam1	22.0393407198016	9.53202161407949e-47
TNFa	Cxcl5	10.0813679324721	2.52175494158598e-46
TNFa	Ltb	4.82731163146672	2.7076551996613e-42
TNFa	Il32	15.9636190889021	4.81223800766921e-41
TNFa	Tlr2	7.03935776820502	5.9286795924055e-41
TNFa	Tnfaip2	12.2137267034154	1.866903839351e-40
TNFa	Nfkbia	12.5677004377236	1.23706465117251e-39
TNFa	Bcl2a1	17.2250076051542	2.21521250024444e-39
TNFa	Inhba	15.5631986771982	2.77243379152343e-39
TNFa	Il36g	13.4251743244498	2.41421357665499e-38
TNFa	Serpina3	11.4057993243739	3.23521183301502e-36
TNFa	Plau	11.4928841557209	6.13124035905333e-36
TNFa	Ccl20	38.38796712436	8.99311028095371e-36
TNFa	Slc2a6	10.2491083436558	1.49070679102099e-34
